,Date,RVXCLS
2084,2011-12-29,31.44
2085,2011-12-30,31.64
2086,2012-01-02,
2087,2012-01-03,31.62
2088,2012-01-04,31.02
2089,2012-01-05,30.14
2090,2012-01-06,29.19
2091,2012-01-09,29.6
2092,2012-01-10,28.11
2093,2012-01-11,28.13
2094,2012-01-12,27.67
2095,2012-01-13,28.37
2096,2012-01-16,
2097,2012-01-17,29.4
2098,2012-01-18,27.19
2099,2012-01-19,26.29
2100,2012-01-20,24.42
2101,2012-01-23,24.82
2102,2012-01-24,24.68
2103,2012-01-25,24.34
2104,2012-01-26,24.12
2105,2012-01-27,24.06
2106,2012-01-30,25.12
2107,2012-01-31,25.52
2108,2012-02-01,23.92
2109,2012-02-02,24.11
2110,2012-02-03,23.84
2111,2012-02-06,24.65
2112,2012-02-07,24.41
2113,2012-02-08,24.68
2114,2012-02-09,25.22
2115,2012-02-10,26.97
2116,2012-02-13,25.43
2117,2012-02-14,26.03
2118,2012-02-15,28.02
2119,2012-02-16,26.36
2120,2012-02-17,25.51
2121,2012-02-20,
2122,2012-02-21,25.76
2123,2012-02-22,25.48
2124,2012-02-23,23.69
2125,2012-02-24,24.38
2126,2012-02-27,25.75
2127,2012-02-28,25.88
2128,2012-02-29,26.34
2129,2012-03-01,24.77
2130,2012-03-02,25.34
2131,2012-03-05,25.22
2132,2012-03-06,27.61
2133,2012-03-07,25.84
2134,2012-03-08,24.86
2135,2012-03-09,23.89
2136,2012-03-12,22.4
2137,2012-03-13,21.95
2138,2012-03-14,22.43
2139,2012-03-15,21.79
2140,2012-03-16,20.91
2141,2012-03-19,21.86
2142,2012-03-20,22.14
2143,2012-03-21,21.83
2144,2012-03-22,22.47
2145,2012-03-23,21.54
2146,2012-03-26,20.91
2147,2012-03-27,22.35
2148,2012-03-28,22.72
2149,2012-03-29,22.28
2150,2012-03-30,22.54
2151,2012-04-02,21.85
2152,2012-04-03,22.21
2153,2012-04-04,23.22
2154,2012-04-05,23.11
2155,2012-04-06,
2156,2012-04-09,25.07
2157,2012-04-10,26.88
2158,2012-04-11,26.38
2159,2012-04-12,24.23
2160,2012-04-13,26.11
2161,2012-04-16,26.55
2162,2012-04-17,25.25
2163,2012-04-18,25.81
2164,2012-04-19,25.51
2165,2012-04-20,23.96
2166,2012-04-23,25.52
2167,2012-04-24,24.58
2168,2012-04-25,23.27
2169,2012-04-26,22.62
2170,2012-04-27,22.35
2171,2012-04-30,23.78
2172,2012-05-01,23.73
2173,2012-05-02,23.49
2174,2012-05-03,24.31
2175,2012-05-04,25.48
2176,2012-05-07,24.61
2177,2012-05-08,24.69
2178,2012-05-09,25.78
2179,2012-05-10,24.51
2180,2012-05-11,25.91
2181,2012-05-14,28.51
2182,2012-05-15,28.34
2183,2012-05-16,28.38
2184,2012-05-17,31.19
2185,2012-05-18,31.65
2186,2012-05-21,28.9
2187,2012-05-22,29.03
2188,2012-05-23,28.61
2189,2012-05-24,28.17
2190,2012-05-25,28.26
2191,2012-05-28,
2192,2012-05-29,27.86
2193,2012-05-30,30.1
2194,2012-05-31,30.26
2195,2012-06-01,33.45
2196,2012-06-04,32.89
2197,2012-06-05,31.19
2198,2012-06-06,28.32
2199,2012-06-07,28.63
2200,2012-06-08,26.8
2201,2012-06-11,29.68
2202,2012-06-12,27.54
2203,2012-06-13,30.52
2204,2012-06-14,28.73
2205,2012-06-15,27.17
2206,2012-06-18,24.82
2207,2012-06-19,23.95
2208,2012-06-20,22.86
2209,2012-06-21,24.98
2210,2012-06-22,23.44
2211,2012-06-25,25.61
2212,2012-06-26,25.33
2213,2012-06-27,25.06
2214,2012-06-28,25.12
2215,2012-06-29,21.93
2216,2012-07-02,21.59
2217,2012-07-03,21.59
2218,2012-07-04,
2219,2012-07-05,21.82
2220,2012-07-06,21.78
2221,2012-07-09,22.32
2222,2012-07-10,23.37
2223,2012-07-11,22.95
2224,2012-07-12,23.21
2225,2012-07-13,21.56
2226,2012-07-16,22.46
2227,2012-07-17,22.22
2228,2012-07-18,21.64
2229,2012-07-19,21.45
2230,2012-07-20,21.18
2231,2012-07-23,24.22
2232,2012-07-24,25.72
2233,2012-07-25,24.61
2234,2012-07-26,23.4
2235,2012-07-27,21.43
2236,2012-07-30,23.14
2237,2012-07-31,24.05
2238,2012-08-01,24.41
2239,2012-08-02,23.45
2240,2012-08-03,21.49
2241,2012-08-06,21.28
2242,2012-08-07,21.68
2243,2012-08-08,20.97
2244,2012-08-09,20.19
2245,2012-08-10,19.99
2246,2012-08-13,18.97
2247,2012-08-14,19.92
2248,2012-08-15,18.77
2249,2012-08-16,19.26
2250,2012-08-17,17.98
2251,2012-08-20,18.24
2252,2012-08-21,18.7
2253,2012-08-22,18.98
2254,2012-08-23,19.84
2255,2012-08-24,20.14
2256,2012-08-27,20.52
2257,2012-08-28,20.6
2258,2012-08-29,20.99
2259,2012-08-30,22.52
2260,2012-08-31,21.56
2261,2012-09-03,
2262,2012-09-04,22.04
2263,2012-09-05,22.48
2264,2012-09-06,20.1
2265,2012-09-07,18.52
2266,2012-09-10,20.3
2267,2012-09-11,20.53
2268,2012-09-12,20.2
2269,2012-09-13,18.92
2270,2012-09-14,18.26
2271,2012-09-17,18.27
2272,2012-09-18,17.6
2273,2012-09-19,17.84
2274,2012-09-20,18.05
2275,2012-09-21,17.02
2276,2012-09-24,18.03
2277,2012-09-25,19.56
2278,2012-09-26,20.37
2279,2012-09-27,18.85
2280,2012-09-28,19.62
2281,2012-10-01,19.79
2282,2012-10-02,19.54
2283,2012-10-03,19.21
2284,2012-10-04,18.56
2285,2012-10-05,18.47
2286,2012-10-08,19.37
2287,2012-10-09,20.55
2288,2012-10-10,19.68
2289,2012-10-11,19.11
2290,2012-10-12,19.78
2291,2012-10-15,19.17
2292,2012-10-16,18.93
2293,2012-10-17,18.05
2294,2012-10-18,18.74
2295,2012-10-19,20.67
2296,2012-10-22,20.25
2297,2012-10-23,21.83
2298,2012-10-24,21.93
2299,2012-10-25,21.61
2300,2012-10-26,21.12
2301,2012-10-29,
2302,2012-10-30,
2303,2012-10-31,21.61
2304,2012-11-01,19.61
2305,2012-11-02,20.83
2306,2012-11-05,21.58
2307,2012-11-06,20.99
2308,2012-11-07,22.34
2309,2012-11-08,21.92
2310,2012-11-09,21.62
2311,2012-11-12,20.59
2312,2012-11-13,20.34
2313,2012-11-14,21.25
2314,2012-11-15,21.71
2315,2012-11-16,19.94
2316,2012-11-19,18.0
2317,2012-11-20,18.12
2318,2012-11-21,17.85
2319,2012-11-22,
2320,2012-11-23,17.85
2321,2012-11-26,18.84
2322,2012-11-27,19.2
2323,2012-11-28,18.96
2324,2012-11-29,18.12
2325,2012-11-30,18.79
2326,2012-12-03,19.74
2327,2012-12-04,20.04
2328,2012-12-05,20.13
2329,2012-12-06,20.22
2330,2012-12-07,19.64
2331,2012-12-10,19.72
2332,2012-12-11,19.07
2333,2012-12-12,20.01
2334,2012-12-13,20.63
2335,2012-12-14,20.78
2336,2012-12-17,19.7
2337,2012-12-18,19.11
2338,2012-12-19,20.19
2339,2012-12-20,20.14
2340,2012-12-21,20.58
2341,2012-12-24,20.58
2342,2012-12-25,
2343,2012-12-26,22.02
2344,2012-12-27,22.59
2345,2012-12-28,24.47
2346,2012-12-31,21.73
2347,2013-01-01,
2348,2013-01-02,18.42
2349,2013-01-03,18.11
2350,2013-01-04,17.23
2351,2013-01-07,17.53
2352,2013-01-08,17.28
2353,2013-01-09,16.65
2354,2013-01-10,16.76
2355,2013-01-11,16.69
2356,2013-01-14,16.91
2357,2013-01-15,16.65
2358,2013-01-16,16.42
2359,2013-01-17,16.34
2360,2013-01-18,14.67
2361,2013-01-21,
2362,2013-01-22,14.78
2363,2013-01-23,15.34
2364,2013-01-24,15.59
2365,2013-01-25,16.05
2366,2013-01-28,16.87
2367,2013-01-29,16.46
2368,2013-01-30,17.5
2369,2013-01-31,17.42
2370,2013-02-01,16.44
2371,2013-02-04,17.84
2372,2013-02-05,17.26
2373,2013-02-06,16.8
2374,2013-02-07,16.74
2375,2013-02-08,15.9
2376,2013-02-11,16.02
2377,2013-02-12,15.83
2378,2013-02-13,15.87
2379,2013-02-14,15.21
2380,2013-02-15,15.32
2381,2013-02-18,
2382,2013-02-19,15.01
2383,2013-02-20,17.8
2384,2013-02-21,18.17
2385,2013-02-22,17.21
2386,2013-02-25,21.11
2387,2013-02-26,20.02
2388,2013-02-27,18.47
2389,2013-02-28,18.78
2390,2013-03-01,18.33
2391,2013-03-04,17.96
2392,2013-03-05,16.82
2393,2013-03-06,16.65
2394,2013-03-07,16.14
2395,2013-03-08,15.4
2396,2013-03-11,14.95
2397,2013-03-12,15.46
2398,2013-03-13,14.68
2399,2013-03-14,13.65
2400,2013-03-15,14.3
2401,2013-03-18,16.02
2402,2013-03-19,17.29
2403,2013-03-20,15.85
2404,2013-03-21,16.78
2405,2013-03-22,16.97
2406,2013-03-25,17.0
2407,2013-03-26,16.24
2408,2013-03-27,16.32
2409,2013-03-28,16.18
2410,2013-03-29,
2411,2013-04-01,17.72
2412,2013-04-02,17.1
2413,2013-04-03,18.35
2414,2013-04-04,18.1
2415,2013-04-05,18.21
2416,2013-04-08,16.99
2417,2013-04-09,17.24
2418,2013-04-10,16.09
2419,2013-04-11,15.85
2420,2013-04-12,16.06
2421,2013-04-15,20.88
2422,2013-04-16,19.28
2423,2013-04-17,21.69
2424,2013-04-18,22.84
2425,2013-04-19,20.9
2426,2013-04-22,20.26
2427,2013-04-23,19.1
2428,2013-04-24,18.8
2429,2013-04-25,18.98
2430,2013-04-26,19.04
2431,2013-04-29,18.78
2432,2013-04-30,18.53
2433,2013-05-01,20.61
2434,2013-05-02,19.21
2435,2013-05-03,18.38
2436,2013-05-06,17.93
2437,2013-05-07,17.99
2438,2013-05-08,18.04
2439,2013-05-09,18.73
2440,2013-05-10,17.82
2441,2013-05-13,17.89
2442,2013-05-14,17.71
2443,2013-05-15,18.09
2444,2013-05-16,17.8
2445,2013-05-17,15.94
2446,2013-05-20,16.87
2447,2013-05-21,17.56
2448,2013-05-22,18.86
2449,2013-05-23,18.65
2450,2013-05-24,18.62
2451,2013-05-27,
2452,2013-05-28,19.3
2453,2013-05-29,19.61
2454,2013-05-30,19.16
2455,2013-05-31,21.16
2456,2013-06-03,20.96
2457,2013-06-04,21.23
2458,2013-06-05,21.73
2459,2013-06-06,20.86
2460,2013-06-07,19.86
2461,2013-06-10,19.76
2462,2013-06-11,21.37
2463,2013-06-12,22.96
2464,2013-06-13,20.96
2465,2013-06-14,21.31
2466,2013-06-17,20.38
2467,2013-06-18,19.82
2468,2013-06-19,19.6
2469,2013-06-20,22.79
2470,2013-06-21,22.65
2471,2013-06-24,23.21
2472,2013-06-25,21.6
2473,2013-06-26,20.86
2474,2013-06-27,19.74
2475,2013-06-28,20.3
2476,2013-07-01,19.34
2477,2013-07-02,19.46
2478,2013-07-03,19.63
2479,2013-07-04,
2480,2013-07-05,18.17
2481,2013-07-08,18.54
2482,2013-07-09,18.08
2483,2013-07-10,18.32
2484,2013-07-11,17.55
2485,2013-07-12,17.33
2486,2013-07-15,17.43
2487,2013-07-16,17.69
2488,2013-07-17,17.28
2489,2013-07-18,17.3
2490,2013-07-19,16.35
2491,2013-07-22,16.45
2492,2013-07-23,16.68
2493,2013-07-24,17.26
2494,2013-07-25,16.73
2495,2013-07-26,16.75
2496,2013-07-29,17.9
2497,2013-07-30,17.96
2498,2013-07-31,18.06
2499,2013-08-01,17.28
2500,2013-08-02,16.33
2501,2013-08-05,16.07
2502,2013-08-06,17.06
2503,2013-08-07,17.38
2504,2013-08-08,17.13
2505,2013-08-09,17.49
2506,2013-08-12,16.61
2507,2013-08-13,16.65
2508,2013-08-14,16.86
2509,2013-08-15,18.56
2510,2013-08-16,18.37
2511,2013-08-19,19.37
2512,2013-08-20,18.71
2513,2013-08-21,19.87
2514,2013-08-22,18.78
2515,2013-08-23,17.91
2516,2013-08-26,19.02
2517,2013-08-27,21.58
2518,2013-08-28,21.24
2519,2013-08-29,21.01
2520,2013-08-30,22.15
2521,2013-09-02,
2522,2013-09-03,22.05
2523,2013-09-04,21.15
2524,2013-09-05,20.85
2525,2013-09-06,20.79
2526,2013-09-09,20.5
2527,2013-09-10,19.35
2528,2013-09-11,18.9
2529,2013-09-12,19.46
2530,2013-09-13,18.95
2531,2013-09-16,19.53
2532,2013-09-17,18.79
2533,2013-09-18,18.14
2534,2013-09-19,17.29
2535,2013-09-20,17.49
2536,2013-09-23,18.08
2537,2013-09-24,18.13
2538,2013-09-25,18.46
2539,2013-09-26,18.04
2540,2013-09-27,19.27
2541,2013-09-30,20.38
2542,2013-10-01,19.0
2543,2013-10-02,20.22
2544,2013-10-03,21.0
2545,2013-10-04,20.09
2546,2013-10-07,22.99
2547,2013-10-08,24.52
2548,2013-10-09,24.41
2549,2013-10-10,21.43
2550,2013-10-11,19.62
2551,2013-10-14,20.49
2552,2013-10-15,22.22
2553,2013-10-16,18.82
2554,2013-10-17,16.52
2555,2013-10-18,15.39
2556,2013-10-21,15.95
2557,2013-10-22,16.14
2558,2013-10-23,16.4
2559,2013-10-24,15.69
2560,2013-10-25,15.96
2561,2013-10-28,16.12
2562,2013-10-29,16.51
2563,2013-10-30,17.04
2564,2013-10-31,17.25
2565,2013-11-01,17.37
2566,2013-11-04,16.86
2567,2013-11-05,17.08
2568,2013-11-06,17.28
2569,2013-11-07,18.33
2570,2013-11-08,17.41
2571,2013-11-11,16.97
2572,2013-11-12,17.24
2573,2013-11-13,16.96
2574,2013-11-14,16.56
2575,2013-11-15,15.85
2576,2013-11-18,17.36
2577,2013-11-19,17.53
2578,2013-11-20,17.22
2579,2013-11-21,16.57
2580,2013-11-22,16.06
2581,2013-11-25,16.52
2582,2013-11-26,16.3
2583,2013-11-27,16.12
2584,2013-11-28,
2585,2013-11-29,16.99
2586,2013-12-02,17.95
2587,2013-12-03,18.16
2588,2013-12-04,18.37
2589,2013-12-05,19.23
2590,2013-12-06,17.83
2591,2013-12-09,18.04
2592,2013-12-10,18.4
2593,2013-12-11,19.5
2594,2013-12-12,19.73
2595,2013-12-13,19.53
2596,2013-12-16,19.72
2597,2013-12-17,19.53
2598,2013-12-18,17.54
2599,2013-12-19,17.36
2600,2013-12-20,16.21
2601,2013-12-23,16.22
2602,2013-12-24,15.77
2603,2013-12-25,
2604,2013-12-26,15.85
2605,2013-12-27,16.17
2606,2013-12-30,17.46
2607,2013-12-31,17.53
2608,2014-01-01,
2609,2014-01-02,17.95
2610,2014-01-03,17.5
2611,2014-01-06,17.82
2612,2014-01-07,16.97
2613,2014-01-08,16.81
2614,2014-01-09,16.77
2615,2014-01-10,16.03
2616,2014-01-13,16.15
2617,2014-01-14,15.72
2618,2014-01-15,15.31
2619,2014-01-16,15.17
2620,2014-01-17,15.79
2621,2014-01-20,
2622,2014-01-21,15.94
2623,2014-01-22,15.61
2624,2014-01-23,16.59
2625,2014-01-24,20.71
2626,2014-01-27,21.77
2627,2014-01-28,20.01
2628,2014-01-29,21.52
2629,2014-01-30,21.33
2630,2014-01-31,22.9
2631,2014-02-03,27.19
2632,2014-02-04,25.13
2633,2014-02-05,25.8
2634,2014-02-06,24.28
2635,2014-02-07,21.43
2636,2014-02-10,21.0
2637,2014-02-11,19.9
2638,2014-02-12,19.16
2639,2014-02-13,18.71
2640,2014-02-14,18.34
2641,2014-02-17,
2642,2014-02-18,18.68
2643,2014-02-19,20.46
2644,2014-02-20,19.35
2645,2014-02-21,19.2
2646,2014-02-24,18.72
2647,2014-02-25,18.39
2648,2014-02-26,18.52
2649,2014-02-27,18.1
2650,2014-02-28,19.52
2651,2014-03-03,20.78
2652,2014-03-04,19.16
2653,2014-03-05,18.77
2654,2014-03-06,18.88
2655,2014-03-07,18.66
2656,2014-03-10,19.24
2657,2014-03-11,20.1
2658,2014-03-12,19.73
2659,2014-03-13,20.96
2660,2014-03-14,21.83
2661,2014-03-17,20.53
2662,2014-03-18,18.79
2663,2014-03-19,19.05
2664,2014-03-20,19.08
2665,2014-03-21,19.38
2666,2014-03-24,20.14
2667,2014-03-25,19.99
2668,2014-03-26,21.12
2669,2014-03-27,21.17
2670,2014-03-28,21.0
2671,2014-03-31,20.17
2672,2014-04-01,18.5
2673,2014-04-02,18.13
2674,2014-04-03,19.08
2675,2014-04-04,20.61
2676,2014-04-07,21.93
2677,2014-04-08,21.0
2678,2014-04-09,20.15
2679,2014-04-10,22.47
2680,2014-04-11,23.62
2681,2014-04-14,23.47
2682,2014-04-15,23.32
2683,2014-04-16,21.35
2684,2014-04-17,19.97
2685,2014-04-18,
2686,2014-04-21,19.85
2687,2014-04-22,18.95
2688,2014-04-23,19.12
2689,2014-04-24,19.69
2690,2014-04-25,21.39
2691,2014-04-28,21.74
2692,2014-04-29,21.79
2693,2014-04-30,20.17
2694,2014-05-01,20.1
2695,2014-05-02,20.04
2696,2014-05-05,20.42
2697,2014-05-06,21.02
2698,2014-05-07,20.93
2699,2014-05-08,21.38
2700,2014-05-09,19.53
2701,2014-05-12,17.96
2702,2014-05-13,18.18
2703,2014-05-14,19.14
2704,2014-05-15,19.85
2705,2014-05-16,19.42
2706,2014-05-19,18.47
2707,2014-05-20,19.61
2708,2014-05-21,19.27
2709,2014-05-22,18.6
2710,2014-05-23,17.69
2711,2014-05-26,
2712,2014-05-27,17.83
2713,2014-05-28,18.24
2714,2014-05-29,17.95
2715,2014-05-30,17.74
2716,2014-06-02,18.75
2717,2014-06-03,19.18
2718,2014-06-04,18.95
2719,2014-06-05,17.7
2720,2014-06-06,17.09
2721,2014-06-09,18.01
2722,2014-06-10,17.91
2723,2014-06-11,18.17
2724,2014-06-12,18.27
2725,2014-06-13,18.04
2726,2014-06-16,18.09
2727,2014-06-17,17.92
2728,2014-06-18,16.38
2729,2014-06-19,15.98
2730,2014-06-20,15.84
2731,2014-06-23,16.42
2732,2014-06-24,17.56
2733,2014-06-25,17.17
2734,2014-06-26,17.05
2735,2014-06-27,16.47
2736,2014-06-30,16.41
2737,2014-07-01,16.41
2738,2014-07-02,16.49
2739,2014-07-03,15.97
2740,2014-07-04,
2741,2014-07-07,17.74
2742,2014-07-08,18.19
2743,2014-07-09,17.97
2744,2014-07-10,19.05
2745,2014-07-11,18.8
2746,2014-07-14,18.49
2747,2014-07-15,18.84
2748,2014-07-16,18.82
2749,2014-07-17,20.8
2750,2014-07-18,18.92
2751,2014-07-21,19.44
2752,2014-07-22,18.39
2753,2014-07-23,18.35
2754,2014-07-24,18.48
2755,2014-07-25,18.75
2756,2014-07-28,19.38
2757,2014-07-29,19.54
2758,2014-07-30,19.06
2759,2014-07-31,22.22
2760,2014-08-01,22.39
2761,2014-08-04,21.29
2762,2014-08-05,21.62
2763,2014-08-06,21.21
2764,2014-08-07,21.48
2765,2014-08-08,20.52
2766,2014-08-11,18.73
2767,2014-08-12,18.86
2768,2014-08-13,17.94
2769,2014-08-14,17.09
2770,2014-08-15,17.64
2771,2014-08-18,16.55
2772,2014-08-19,16.42
2773,2014-08-20,16.69
2774,2014-08-21,16.18
2775,2014-08-22,16.13
2776,2014-08-25,16.43
2777,2014-08-26,15.94
2778,2014-08-27,16.04
2779,2014-08-28,16.49
2780,2014-08-29,16.43
2781,2014-09-01,
2782,2014-09-02,16.79
2783,2014-09-03,17.39
2784,2014-09-04,17.71
2785,2014-09-05,16.88
2786,2014-09-08,16.73
2787,2014-09-09,17.86
2788,2014-09-10,17.62
2789,2014-09-11,16.79
2790,2014-09-12,17.92
2791,2014-09-15,18.98
2792,2014-09-16,18.26
2793,2014-09-17,17.41
2794,2014-09-18,16.99
2795,2014-09-19,17.24
2796,2014-09-22,19.26
2797,2014-09-23,20.18
2798,2014-09-24,18.97
2799,2014-09-25,20.46
2800,2014-09-26,19.39
2801,2014-09-29,20.26
2802,2014-09-30,21.49
2803,2014-10-01,21.64
2804,2014-10-02,21.23
2805,2014-10-03,20.02
2806,2014-10-06,20.89
2807,2014-10-07,21.99
2808,2014-10-08,20.68
2809,2014-10-09,23.35
2810,2014-10-10,24.35
2811,2014-10-13,25.46
2812,2014-10-14,24.54
2813,2014-10-15,25.49
2814,2014-10-16,26.22
2815,2014-10-17,25.48
2816,2014-10-20,22.96
2817,2014-10-21,20.87
2818,2014-10-22,22.6
2819,2014-10-23,20.94
2820,2014-10-24,20.85
2821,2014-10-27,20.86
2822,2014-10-28,19.66
2823,2014-10-29,19.91
2824,2014-10-30,19.63
2825,2014-10-31,19.33
2826,2014-11-03,20.32
2827,2014-11-04,20.39
2828,2014-11-05,20.0
2829,2014-11-06,19.36
2830,2014-11-07,18.15
2831,2014-11-10,17.74
2832,2014-11-11,17.65
2833,2014-11-12,17.67
2834,2014-11-13,18.86
2835,2014-11-14,18.65
2836,2014-11-17,19.05
2837,2014-11-18,19.01
2838,2014-11-19,19.65
2839,2014-11-20,18.24
2840,2014-11-21,18.46
2841,2014-11-24,17.59
2842,2014-11-25,17.68
2843,2014-11-26,17.47
2844,2014-11-27,
2845,2014-11-28,19.96
2846,2014-12-01,21.68
2847,2014-12-02,20.2
2848,2014-12-03,19.32
2849,2014-12-04,19.43
2850,2014-12-05,18.53
2851,2014-12-08,20.58
2852,2014-12-09,19.85
2853,2014-12-10,22.79
2854,2014-12-11,23.41
2855,2014-12-12,24.4
2856,2014-12-15,24.28
2857,2014-12-16,26.04
2858,2014-12-17,22.53
2859,2014-12-18,20.72
2860,2014-12-19,20.03
2861,2014-12-22,19.8
2862,2014-12-23,19.01
2863,2014-12-24,18.49
2864,2014-12-25,
2865,2014-12-26,18.76
2866,2014-12-29,19.15
2867,2014-12-30,19.86
2868,2014-12-31,22.68
2869,2015-01-01,
2870,2015-01-02,22.42
2871,2015-01-05,24.11
2872,2015-01-06,24.98
2873,2015-01-07,23.21
2874,2015-01-08,20.94
2875,2015-01-09,21.29
2876,2015-01-12,21.65
2877,2015-01-13,22.42
2878,2015-01-14,22.19
2879,2015-01-15,24.3
2880,2015-01-16,23.14
2881,2015-01-19,
2882,2015-01-20,23.37
2883,2015-01-21,23.14
2884,2015-01-22,20.26
2885,2015-01-23,20.8
2886,2015-01-26,19.73
2887,2015-01-27,20.9
2888,2015-01-28,23.26
2889,2015-01-29,22.06
2890,2015-01-30,24.37
2891,2015-02-02,23.36
2892,2015-02-03,21.63
2893,2015-02-04,22.33
2894,2015-02-05,21.33
2895,2015-02-06,21.47
2896,2015-02-09,22.08
2897,2015-02-10,21.05
2898,2015-02-11,20.85
2899,2015-02-12,19.41
2900,2015-02-13,18.3
2901,2015-02-16,
2902,2015-02-17,19.03
2903,2015-02-18,18.56
2904,2015-02-19,18.05
2905,2015-02-20,17.36
2906,2015-02-23,17.2
2907,2015-02-24,16.8
2908,2015-02-25,16.26
2909,2015-02-26,16.26
2910,2015-02-27,16.67
2911,2015-03-02,16.27
2912,2015-03-03,16.94
2913,2015-03-04,17.28
2914,2015-03-05,16.65
2915,2015-03-06,17.85
2916,2015-03-09,17.89
2917,2015-03-10,19.06
2918,2015-03-11,18.6
2919,2015-03-12,17.69
2920,2015-03-13,17.96
2921,2015-03-16,17.71
2922,2015-03-17,17.44
2923,2015-03-18,16.22
2924,2015-03-19,15.84
2925,2015-03-20,15.0
2926,2015-03-23,15.24
2927,2015-03-24,15.52
2928,2015-03-25,17.86
2929,2015-03-26,18.17
2930,2015-03-27,18.0
2931,2015-03-30,17.31
2932,2015-03-31,17.98
2933,2015-04-01,17.53
2934,2015-04-02,17.2
2935,2015-04-03,
2936,2015-04-06,17.12
2937,2015-04-07,17.26
2938,2015-04-08,16.21
2939,2015-04-09,16.11
2940,2015-04-10,15.46
2941,2015-04-13,16.85
2942,2015-04-14,16.33
2943,2015-04-15,15.53
2944,2015-04-16,15.33
2945,2015-04-17,16.86
2946,2015-04-20,16.3
2947,2015-04-21,16.41
2948,2015-04-22,16.02
2949,2015-04-23,15.81
2950,2015-04-24,15.87
2951,2015-04-27,17.31
2952,2015-04-28,17.06
2953,2015-04-29,18.32
2954,2015-04-30,19.42
2955,2015-05-01,18.41
2956,2015-05-04,17.91
2957,2015-05-05,18.86
2958,2015-05-06,19.05
2959,2015-05-07,18.97
2960,2015-05-08,17.53
2961,2015-05-11,17.15
2962,2015-05-12,17.11
2963,2015-05-13,16.96
2964,2015-05-14,15.85
2965,2015-05-15,15.32
2966,2015-05-18,15.55
2967,2015-05-19,15.62
2968,2015-05-20,15.3
2969,2015-05-21,15.3
2970,2015-05-22,15.25
2971,2015-05-25,
2972,2015-05-26,17.02
2973,2015-05-27,15.77
2974,2015-05-28,15.98
2975,2015-05-29,16.56
2976,2015-06-01,16.58
2977,2015-06-02,16.63
2978,2015-06-03,16.15
2979,2015-06-04,17.23
2980,2015-06-05,16.51
2981,2015-06-08,17.59
2982,2015-06-09,17.25
2983,2015-06-10,16.12
2984,2015-06-11,15.69
2985,2015-06-12,16.13
2986,2015-06-15,17.27
2987,2015-06-16,16.88
2988,2015-06-17,16.75
2989,2015-06-18,15.78
2990,2015-06-19,16.23
2991,2015-06-22,14.93
2992,2015-06-23,14.6
2993,2015-06-24,15.68
2994,2015-06-25,15.75
2995,2015-06-26,16.18
2996,2015-06-29,20.5
2997,2015-06-30,20.06
2998,2015-07-01,18.94
2999,2015-07-02,19.92
3000,2015-07-03,
3001,2015-07-06,19.72
3002,2015-07-07,19.4
3003,2015-07-08,21.65
3004,2015-07-09,21.73
3005,2015-07-10,19.4
3006,2015-07-13,15.95
3007,2015-07-14,15.36
3008,2015-07-15,15.53
3009,2015-07-16,14.12
3010,2015-07-17,14.46
3011,2015-07-20,14.93
3012,2015-07-21,15.35
3013,2015-07-22,14.86
3014,2015-07-23,16.1
3015,2015-07-24,17.24
3016,2015-07-27,18.92
3017,2015-07-28,17.09
3018,2015-07-29,16.05
3019,2015-07-30,15.69
3020,2015-07-31,15.39
3021,2015-08-03,16.22
3022,2015-08-04,16.43
3023,2015-08-05,16.07
3024,2015-08-06,17.67
3025,2015-08-07,18.15
3026,2015-08-10,17.4
3027,2015-08-11,18.86
3028,2015-08-12,18.79
3029,2015-08-13,18.54
3030,2015-08-14,18.04
3031,2015-08-17,17.43
3032,2015-08-18,18.12
3033,2015-08-19,19.25
3034,2015-08-20,22.81
3035,2015-08-21,29.5
3036,2015-08-24,39.63
3037,2015-08-25,35.52
3038,2015-08-26,29.53
3039,2015-08-27,27.07
3040,2015-08-28,26.74
3041,2015-08-31,27.71
3042,2015-09-01,30.75
3043,2015-09-02,26.69
3044,2015-09-03,26.6
3045,2015-09-04,27.37
3046,2015-09-07,
3047,2015-09-08,25.21
3048,2015-09-09,26.53
3049,2015-09-10,25.6
3050,2015-09-11,24.31
3051,2015-09-14,25.68
3052,2015-09-15,23.97
3053,2015-09-16,22.62
3054,2015-09-17,22.2
3055,2015-09-18,23.7
3056,2015-09-21,22.41
3057,2015-09-22,24.17
3058,2015-09-23,23.57
3059,2015-09-24,23.74
3060,2015-09-25,24.5
3061,2015-09-28,27.54
3062,2015-09-29,27.75
3063,2015-09-30,25.44
3064,2015-10-01,24.54
3065,2015-10-02,23.13
3066,2015-10-05,22.09
3067,2015-10-06,22.54
3068,2015-10-07,21.13
3069,2015-10-08,20.27
3070,2015-10-09,20.03
3071,2015-10-12,18.53
3072,2015-10-13,20.13
3073,2015-10-14,20.64
3074,2015-10-15,17.87
3075,2015-10-16,18.01
3076,2015-10-19,18.07
3077,2015-10-20,18.38
3078,2015-10-21,20.1
3079,2015-10-22,18.32
3080,2015-10-23,17.96
3081,2015-10-26,19.01
3082,2015-10-27,19.79
3083,2015-10-28,18.25
3084,2015-10-29,19.14
3085,2015-10-30,19.31
3086,2015-11-02,19.04
3087,2015-11-03,19.11
3088,2015-11-04,19.57
3089,2015-11-05,19.41
